源主机,源域,目的主机,目的域,服务,协议,端口,结论,层级,命中策略,经NAT,原因
PLC-02,workshop,OPCUA-GW,server,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
PLC-02,workshop,OPCUA-GW,server,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
PLC-02,workshop,OPCUA-GW,server,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
PLC-02,workshop,OPCUA-GW,server,SSH,tcp,22,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
PLC-02,workshop,OPCUA-GW,server,SNMP,udp,161,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
PLC-02,workshop,OPCUA-GW,server,NTP,udp,123,permit,l3,11,,策略 11 放通
PLC-02,workshop,OPCUA-GW,server,ICMP,icmp,,permit,l3,12,,策略 12 放通
PLC-02,workshop,NTP-SRV,server,MES-WEB,tcp,8080,permit,l3,10,,策略 10 放通
PLC-02,workshop,NTP-SRV,server,MySQL,tcp,3306,permit,l3,10,,策略 10 放通
PLC-02,workshop,NTP-SRV,server,OPC-UA,tcp,4840,permit,l3,10,,策略 10 放通
PLC-02,workshop,NTP-SRV,server,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
PLC-02,workshop,NTP-SRV,server,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
PLC-02,workshop,NTP-SRV,server,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
PLC-02,workshop,NTP-SRV,server,SSH,tcp,22,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
PLC-02,workshop,NTP-SRV,server,SNMP,udp,161,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
PLC-02,workshop,NTP-SRV,server,NTP,udp,123,permit,l3,11,,策略 11 放通
PLC-02,workshop,NTP-SRV,server,ICMP,icmp,,permit,l3,12,,策略 12 放通
PLC-02,workshop,NMS-01,mgmt,MES-WEB,tcp,8080,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-01,mgmt,MySQL,tcp,3306,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-01,mgmt,OPC-UA,tcp,4840,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-01,mgmt,HTTP,tcp,80,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-01,mgmt,HTTPS,tcp,443,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-01,mgmt,SMB,tcp,445,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-01,mgmt,SSH,tcp,22,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-01,mgmt,SNMP,udp,161,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-01,mgmt,NTP,udp,123,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-01,mgmt,ICMP,icmp,,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-02,mgmt,MES-WEB,tcp,8080,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-02,mgmt,MySQL,tcp,3306,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-02,mgmt,OPC-UA,tcp,4840,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-02,mgmt,HTTP,tcp,80,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-02,mgmt,HTTPS,tcp,443,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-02,mgmt,SMB,tcp,445,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-02,mgmt,SSH,tcp,22,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-02,mgmt,SNMP,udp,161,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-02,mgmt,NTP,udp,123,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,NMS-02,mgmt,ICMP,icmp,,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
PLC-02,workshop,VENDOR-CLOUD,internet,MES-WEB,tcp,8080,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,VENDOR-CLOUD,internet,MySQL,tcp,3306,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,VENDOR-CLOUD,internet,OPC-UA,tcp,4840,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,VENDOR-CLOUD,internet,HTTP,tcp,80,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,VENDOR-CLOUD,internet,HTTPS,tcp,443,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,VENDOR-CLOUD,internet,SMB,tcp,445,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,VENDOR-CLOUD,internet,SSH,tcp,22,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,VENDOR-CLOUD,internet,SNMP,udp,161,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,VENDOR-CLOUD,internet,NTP,udp,123,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,VENDOR-CLOUD,internet,ICMP,icmp,,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,PATCH-SRV,internet,MES-WEB,tcp,8080,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,PATCH-SRV,internet,MySQL,tcp,3306,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,PATCH-SRV,internet,OPC-UA,tcp,4840,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,PATCH-SRV,internet,HTTP,tcp,80,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,PATCH-SRV,internet,HTTPS,tcp,443,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,PATCH-SRV,internet,SMB,tcp,445,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,PATCH-SRV,internet,SSH,tcp,22,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,PATCH-SRV,internet,SNMP,udp,161,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,PATCH-SRV,internet,NTP,udp,123,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
PLC-02,workshop,PATCH-SRV,internet,ICMP,icmp,,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,PLC-01,workshop,MES-WEB,tcp,8080,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-01,workshop,MySQL,tcp,3306,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-01,workshop,OPC-UA,tcp,4840,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-01,workshop,HTTP,tcp,80,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-01,workshop,HTTPS,tcp,443,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-01,workshop,SMB,tcp,445,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-01,workshop,SSH,tcp,22,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-01,workshop,SNMP,udp,161,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-01,workshop,NTP,udp,123,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-01,workshop,ICMP,icmp,,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-02,workshop,MES-WEB,tcp,8080,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-02,workshop,MySQL,tcp,3306,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-02,workshop,OPC-UA,tcp,4840,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-02,workshop,HTTP,tcp,80,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-02,workshop,HTTPS,tcp,443,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-02,workshop,SMB,tcp,445,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-02,workshop,SSH,tcp,22,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-02,workshop,SNMP,udp,161,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-02,workshop,NTP,udp,123,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PLC-02,workshop,ICMP,icmp,,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,HMI-01,workshop,MES-WEB,tcp,8080,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,HMI-01,workshop,MySQL,tcp,3306,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,HMI-01,workshop,OPC-UA,tcp,4840,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,HMI-01,workshop,HTTP,tcp,80,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,HMI-01,workshop,HTTPS,tcp,443,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,HMI-01,workshop,SMB,tcp,445,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,HMI-01,workshop,SSH,tcp,22,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,HMI-01,workshop,SNMP,udp,161,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,HMI-01,workshop,NTP,udp,123,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,HMI-01,workshop,ICMP,icmp,,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,ENG-WS,workshop,MES-WEB,tcp,8080,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,ENG-WS,workshop,MySQL,tcp,3306,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,ENG-WS,workshop,OPC-UA,tcp,4840,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,ENG-WS,workshop,HTTP,tcp,80,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,ENG-WS,workshop,HTTPS,tcp,443,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,ENG-WS,workshop,SMB,tcp,445,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,ENG-WS,workshop,SSH,tcp,22,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,ENG-WS,workshop,SNMP,udp,161,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,ENG-WS,workshop,NTP,udp,123,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,ENG-WS,workshop,ICMP,icmp,,permit,l2,,,同交换机二层直达
ROBOT-01,workshop,PC-FIN-01,office,MES-WEB,tcp,8080,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-FIN-01,office,MySQL,tcp,3306,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-FIN-01,office,OPC-UA,tcp,4840,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-FIN-01,office,HTTP,tcp,80,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-FIN-01,office,HTTPS,tcp,443,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-FIN-01,office,SMB,tcp,445,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-FIN-01,office,SSH,tcp,22,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-FIN-01,office,SNMP,udp,161,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-FIN-01,office,NTP,udp,123,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-FIN-01,office,ICMP,icmp,,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-PLN-01,office,MES-WEB,tcp,8080,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-PLN-01,office,MySQL,tcp,3306,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-PLN-01,office,OPC-UA,tcp,4840,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-PLN-01,office,HTTP,tcp,80,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-PLN-01,office,HTTPS,tcp,443,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-PLN-01,office,SMB,tcp,445,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-PLN-01,office,SSH,tcp,22,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-PLN-01,office,SNMP,udp,161,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-PLN-01,office,NTP,udp,123,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PC-PLN-01,office,ICMP,icmp,,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PRINTER-01,office,MES-WEB,tcp,8080,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PRINTER-01,office,MySQL,tcp,3306,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PRINTER-01,office,OPC-UA,tcp,4840,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PRINTER-01,office,HTTP,tcp,80,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PRINTER-01,office,HTTPS,tcp,443,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PRINTER-01,office,SMB,tcp,445,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PRINTER-01,office,SSH,tcp,22,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PRINTER-01,office,SNMP,udp,161,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PRINTER-01,office,NTP,udp,123,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,PRINTER-01,office,ICMP,icmp,,deny,l3,40,,被策略 40 拒绝：生产网与办公网必须隔离
ROBOT-01,workshop,MES-APP,server,MES-WEB,tcp,8080,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,MES-APP,server,MySQL,tcp,3306,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,MES-APP,server,OPC-UA,tcp,4840,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,MES-APP,server,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,MES-APP,server,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,MES-APP,server,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,MES-APP,server,SSH,tcp,22,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,MES-APP,server,SNMP,udp,161,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,MES-APP,server,NTP,udp,123,permit,l3,11,,策略 11 放通
ROBOT-01,workshop,MES-APP,server,ICMP,icmp,,permit,l3,12,,策略 12 放通
ROBOT-01,workshop,MES-DB,server,MES-WEB,tcp,8080,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,MES-DB,server,MySQL,tcp,3306,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,MES-DB,server,OPC-UA,tcp,4840,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,MES-DB,server,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,MES-DB,server,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,MES-DB,server,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,MES-DB,server,SSH,tcp,22,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,MES-DB,server,SNMP,udp,161,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,MES-DB,server,NTP,udp,123,permit,l3,11,,策略 11 放通
ROBOT-01,workshop,MES-DB,server,ICMP,icmp,,permit,l3,12,,策略 12 放通
ROBOT-01,workshop,OPCUA-GW,server,MES-WEB,tcp,8080,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,OPCUA-GW,server,MySQL,tcp,3306,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,OPCUA-GW,server,OPC-UA,tcp,4840,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,OPCUA-GW,server,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,OPCUA-GW,server,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,OPCUA-GW,server,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,OPCUA-GW,server,SSH,tcp,22,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,OPCUA-GW,server,SNMP,udp,161,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,OPCUA-GW,server,NTP,udp,123,permit,l3,11,,策略 11 放通
ROBOT-01,workshop,OPCUA-GW,server,ICMP,icmp,,permit,l3,12,,策略 12 放通
ROBOT-01,workshop,NTP-SRV,server,MES-WEB,tcp,8080,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,NTP-SRV,server,MySQL,tcp,3306,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,NTP-SRV,server,OPC-UA,tcp,4840,permit,l3,10,,策略 10 放通
ROBOT-01,workshop,NTP-SRV,server,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,NTP-SRV,server,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,NTP-SRV,server,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,NTP-SRV,server,SSH,tcp,22,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,NTP-SRV,server,SNMP,udp,161,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
ROBOT-01,workshop,NTP-SRV,server,NTP,udp,123,permit,l3,11,,策略 11 放通
ROBOT-01,workshop,NTP-SRV,server,ICMP,icmp,,permit,l3,12,,策略 12 放通
ROBOT-01,workshop,NMS-01,mgmt,MES-WEB,tcp,8080,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-01,mgmt,MySQL,tcp,3306,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-01,mgmt,OPC-UA,tcp,4840,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-01,mgmt,HTTP,tcp,80,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-01,mgmt,HTTPS,tcp,443,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-01,mgmt,SMB,tcp,445,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-01,mgmt,SSH,tcp,22,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-01,mgmt,SNMP,udp,161,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-01,mgmt,NTP,udp,123,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-01,mgmt,ICMP,icmp,,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-02,mgmt,MES-WEB,tcp,8080,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-02,mgmt,MySQL,tcp,3306,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-02,mgmt,OPC-UA,tcp,4840,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-02,mgmt,HTTP,tcp,80,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-02,mgmt,HTTPS,tcp,443,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-02,mgmt,SMB,tcp,445,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-02,mgmt,SSH,tcp,22,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-02,mgmt,SNMP,udp,161,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-02,mgmt,NTP,udp,123,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,NMS-02,mgmt,ICMP,icmp,,deny,l3,43,,被策略 43 拒绝：生产终端不得进入设备管理网
ROBOT-01,workshop,VENDOR-CLOUD,internet,MES-WEB,tcp,8080,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,VENDOR-CLOUD,internet,MySQL,tcp,3306,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,VENDOR-CLOUD,internet,OPC-UA,tcp,4840,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,VENDOR-CLOUD,internet,HTTP,tcp,80,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,VENDOR-CLOUD,internet,HTTPS,tcp,443,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,VENDOR-CLOUD,internet,SMB,tcp,445,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,VENDOR-CLOUD,internet,SSH,tcp,22,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,VENDOR-CLOUD,internet,SNMP,udp,161,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,VENDOR-CLOUD,internet,NTP,udp,123,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,VENDOR-CLOUD,internet,ICMP,icmp,,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,PATCH-SRV,internet,MES-WEB,tcp,8080,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,PATCH-SRV,internet,MySQL,tcp,3306,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,PATCH-SRV,internet,OPC-UA,tcp,4840,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,PATCH-SRV,internet,HTTP,tcp,80,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,PATCH-SRV,internet,HTTPS,tcp,443,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,PATCH-SRV,internet,SMB,tcp,445,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,PATCH-SRV,internet,SSH,tcp,22,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
ROBOT-01,workshop,PATCH-SRV,internet,SNMP,udp,161,deny,l3,45,,被策略 45 拒绝：生产网禁止访问互联网
